35056486	34458054
35003008	34458054
34952231	34458054
35762791	34458054
35780576	34458054
36191751	34458054
35227744	34458054
35870672	34458054
34458054	19528052
34458054	32527833
34458054	31881445
34458054	32943526
34458054	31912617
34458054	28371373
34458054	30970745
34458054	30803567
34458054	32343496
34458054	26318446
34458054	32374590
34458054	23749235
34458054	33431229
34458054	25648981
34458054	28776036
34458054	33093105
34458054	30105308
34458054	23978675
34458054	9546174
34458054	31689471
34458054	28131922
34458054	26390390
34458054	32947161
34458054	28251041
34458054	14597753
34458054	32256468
34458054	32354839
34458054	33093094
34458054	28232538
34458054	32269349
34458054	33579410
34458054	32487438
34458054	27072033
34458054	29145143
34458054	17099863
34458054	29223022
34458054	17353934
34458054	32886491
34458054	30397765
34458054	33579413
34458054	33219017
34458054	28232574
34458054	26482561
34458054	32989159
34458054	33579402
34458054	32174537
34458054	26390034
34458054	33579419
34458054	33686068
34458054	31380212
34458054	33257152
34458054	33127684
34458054	33865980
34458054	29146798
34458054	28401691
34458054	26965627
34458054	33188179
34458054	31463664
34458054	30990998
34458054	24731872
34458054	31302223
34458054	17158317
34458054	24951791
34458054	27540159
33531296	11320533
33531296	31508410
33531296	2578146
33531296	9153518
33531296	9744834
33531296	17613233
33531296	2764095
33531296	1613511
33531296	8771027
33531296	27913102
33531296	11340223
33531296	11746935
33531296	11169799
33531296	10222338
33531296	18407540
33531296	17326181
33531296	16270298
33531296	17671861
33531296	28956043
33531296	23281289
33531296	18365124
33531296	25749975
33531296	10548777
33531296	19893711
33531296	19526508
33531296	10556226
33531296	21573970
33531296	26955013
33531296	24370133
33531296	30028689
33531296	15334567
33531296	12417997
33531296	12968989
33531296	27042862
33531296	8350718
33531296	13678452
33531296	21603146
35956603	31912617
34458054	31912617
34510924	31912617
34415743	31912617
35236026	31912617
34137191	31912617
34003585	31912617
32490076	31912617
32960573	31341604
32687329	31341604
32491839	31341604
34297558	31341604
33735573	31341604
34054185	31341604
31341604	28898066
34237201	31141252
35700152	30105308
34510781	30105308
34845815	30105308
34952231	30105308
35533406	30105308
34342135	30105308
34237201	30105308
34458054	30105308
34510924	30105308
32271582	30105308
35617072	30105308
35921247	30105308
35971331	30105308
35354997	30105308
32096593	30105308
33667328	30105308
33269513	30105308
34467313	30105308
32706584	30105308
35570792	30105308
33336829	30105308
33965615	30105308
33826253	30105308
34129287	30105308
33579413	30105308
33747233	30105308
33265001	30105308
36073500	30059190
34928532	30059190
35857837	30059190
33635601	30059190
33570930	30059190
33387958	30059190
31779885	30059190
35717743	28682000
33635601	28682000
31368708	28682000
34549869	28682000
33340439	28682000
33656772	28682000
29625356	28682000
29778834	28682000
30684826	28682000
33387958	28682000
31779878	28682000
31779885	28682000
34920781	28634851
34524901	28634851
35898904	28634851
31687816	28634851
30271687	28634851
31918394	28634851
35917230	28634851
31676477	28634851
34368527	28634851
34388661	28634851
30541921	28634851
32450464	28634851
28847077	28634851
31129205	28634851
32423726	28634851
30530243	28634851
31846853	28634851
34860528	28590515
34724613	28590515
34714058	28590515
34849511	28590515
31805763	28590515
30565455	28590515
30525577	28590515
31638772	28590515
30350645	28590515
31290305	28590515
30091891	28590515
29220170	28590515
34237201	28590515
33044076	28590515
34132318	28590515
35099846	28185380
35424477	28185380
32816338	28185380
34617376	28185380
35285118	28185380
35365962	28185380
32364731	28185380
30036056	28185380
29220170	28185380
31060353	28185380
34550135	28185380
33343998	28185380
31714775	28185380
30632374	28185380
30160108	28185380
31931218	28185380
34296711	28185380
34226704	28185380
34060725	28185380
34145781	28185380
33844914	28185380
30099173	28185380
33013234	28185380
33197617	28185380
32275240	28185380
28847077	28185380
35206048	27750034
34704752	27750034
35628779	27750034
31715206	27750034
32294277	27750034
33860800	27750034
34044241	27750034
33659181	27750034
33573033	27750034
29209508	27750034
31880860	27750034
31830998	27750034
33392747	27750034
29142828	27750034
32437733	27750034
29800548	27750034
30901669	27750034
31689647	27750034
30703558	27750034
27750034	3132096
31809060	27621152
34003585	27621152
34447552	27621152
35267705	27581330
34919305	27581330
34346453	27581330
34724613	27581330
34237201	27581330
30565455	27581330
28777585	27581330
31290305	27581330
31638772	27581330
30525577	27581330
30350645	27581330
30398046	27581330
30165025	27581330
34132318	27581330
34073034	27581330
33592439	27243931
30373040	27243931
31003133	27243931
30391874	27243931
29524897	27243931
33757253	27243931
30099173	27243931
27243931	24724806
27243931	18306890
27243931	25081381
27243931	17886071
27243931	18939894
27243931	20166227
27243931	19368493
27243931	23599413
27243931	16967928
27243931	24324971
27243931	15451041
27243931	17581580
27243931	11401072
27243931	21661080
27243931	23594743
27243931	22213717
27243931	22244949
27243931	20167351
27243931	21726626
27243931	9740658
27243931	15451040
27243931	23630110
27243931	12775519
27243931	21602174
27243931	9452413
27243931	18505914
27243931	16934958
27243931	25061898
27243931	22126432
35159678	27237963
35026060	27237963
34919305	27237963
34418303	27237963
34787123	27237963
34851088	27237963
34998187	27237963
34877561	27237963
34693148	27237963
33431835	27237963
34849511	27237963
32816338	27237963
34727501	27237963
34714058	27237963
35839074	27237963
35691934	27237963
34546049	27237963
32133845	27237963
31322862	27237963
31007967	27237963
30817162	27237963
30525577	27237963
29874460	27237963
29220170	27237963
29179548	27237963
28985048	27237963
28898066	27237963
28656757	27237963
28306247	27237963
34397067	27237963
31633325	27237963
31465237	27237963
31246430	27237963
30350645	27237963
29763331	27237963
29226678	27237963
28777585	27237963
33044834	27237963
32628840	27237963
32586095	27237963
32282211	27237963
31638772	27237963
31290305	27237963
30821970	27237963
30629883	27237963
30512920	27237963
28513135	27237963
32163707	27237963
31244180	27237963
29806007	27237963
29430915	27237963
29110454	27237963
28657717	27237963
34237201	27237963
32207936	27237963
31702155	27237963
31613601	27237963
31337213	27237963
30102046	27237963
29521092	27237963
29446625	27237963
29115825	27237963
35921247	27237963
35447004	27237963
36130605	27237963
35058444	27237963
33666300	27237963
33555280	27237963
34223853	27237963
34163663	27237963
34337631	27237963
31566364	27237963
34054185	27237963
34132318	27237963
33606940	27237963
33904616	27237963
33900076	27237963
34226704	27237963
33464678	27237963
34258877	27237963
33735573	27237963
31797929	27237963
30476789	27237963
33200851	27237963
31697995	27237963
34596302	26755762
29220170	26755762
34223853	26755762
32687329	26749183
31080688	26661531
29313338	26661531
31809060	26661531
31663738	26661531
31012321	26661531
28134529	26661531
34003585	26661531
33378130	26661531
33687387	26661531
34418303	26542554
32816338	26542554
34851088	26542554
34693148	26542554
30091891	26542554
34237201	26542554
31433625	26542554
30102046	26542554
29220170	26542554
29179548	26542554
35908063	26542554
33844914	26542554
33464678	26542554
34054185	26542554
35188154	25809138
34909152	25809138
31458968	25809138
26829969	25809138
29210588	25809138
28429945	25809138
33344820	25809138
30666878	25809138
30088928	25809138
27529484	25809138
27310182	25809138
27662412	25809138
26001165	25809138
26484397	25809138
36221137	25809138
35869027	25809138
35977921	25809138
30146182	25809138
36014344	30154993
34727501	30154993
34869226	30154993
34851088	30154993
35640056	30154993
31365248	30154993
30753062	30154993
29363957	30154993
28985048	30154993
25208046	30154993
34745541	30154993
34397067	30154993
31487145	30154993
31244180	30154993
30339394	30154993
28898066	30154993
28656757	30154993
28306247	30154993
27454669	30154993
26963836	30154993
26713663	30154993
26335851	30154993
26203595	30154993
31390860	30154993
30525577	30154993
27483171	30154993
29220170	30154993
26937854	30154993
26751622	30154993
26484397	30154993
26203769	30154993
31025565	30154993
25594380	30154993
35921247	30154993
33555280	30154993
33687387	30154993
33780626	30154993
34160489	30154993
33960356	30154993
33464883	30154993
33666300	30154993
33439639	30154993
33464678	30154993
34349963	30154993
33373208	30154993
34232239	30154993
30154993	22517324
34787155	25208046
35737797	25208046
26484397	25208046
34397067	25208046
31589441	25208046
31459799	25208046
30632374	25208046
28134529	25208046
26235841	25208046
30251840	25208046
26751622	25208046
26963836	25208046
26046693	25208046
34237201	25208046
33332968	25208046
35921247	25208046
33687387	25208046
33763290	25208046
33894033	25208046
33747233	25208046
34447552	25208046
35355805	25208046
34467330	25208046
25208046	21866580
25208046	22319022
25208046	17653372
25208046	30154993
25208046	21778980
25208046	21661080
25208046	16389607
25208046	23946135
25208046	24596319
25208046	20586088
25208046	21049928
25208046	21381768
25208046	23794128
25208046	23161665
25208046	17535020
25208046	21887758
25208046	17702081
25208046	22052711
25208046	22764085
25208046	22002669
25208046	21786816
25208046	22707348
25915546	25146346
30234993	25146346
29220170	25146346
34514223	25146346
28263072	25146346
26203769	25146346
32812752	25146346
29171756	25146346
26751622	25146346
26484397	25146346
25594380	25146346
30009053	25146346
31228747	25146346
34919305	24038915
34346453	24038915
29220170	24038915
